,path,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,del,nothing,space
30,datasets/asl_alphabet_train/asl_alphabet_train/R/R446.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31,datasets/asl_alphabet_train/asl_alphabet_train/Z/Z638.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,datasets/asl_alphabet_train/asl_alphabet_train/P/P2186.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33,datasets/asl_alphabet_train/asl_alphabet_train/F/F356.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,datasets/asl_alphabet_train/asl_alphabet_train/D/D2178.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,datasets/asl_alphabet_train/asl_alphabet_train/M/M373.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,datasets/asl_alphabet_train/asl_alphabet_train/B/B1800.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,datasets/asl_alphabet_train/asl_alphabet_train/K/K1709.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,datasets/asl_alphabet_train/asl_alphabet_train/nothing/nothing2224.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39,datasets/asl_alphabet_train/asl_alphabet_train/J/J2553.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,datasets/asl_alphabet_train/asl_alphabet_train/Y/Y1222.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41,datasets/asl_alphabet_train/asl_alphabet_train/K/K691.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,datasets/asl_alphabet_train/asl_alphabet_train/B/B2941.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,datasets/asl_alphabet_train/asl_alphabet_train/M/M1017.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,datasets/asl_alphabet_train/asl_alphabet_train/nothing/nothing2106.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45,datasets/asl_alphabet_train/asl_alphabet_train/J/J576.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,datasets/asl_alphabet_train/asl_alphabet_train/H/H2925.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,datasets/asl_alphabet_train/asl_alphabet_train/Z/Z2999.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48,datasets/asl_alphabet_train/asl_alphabet_train/F/F2492.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,datasets/asl_alphabet_train/asl_alphabet_train/L/L1395.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,datasets/asl_alphabet_train/asl_alphabet_train/W/W1506.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
51,datasets/asl_alphabet_train/asl_alphabet_train/N/N2759.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,datasets/asl_alphabet_train/asl_alphabet_train/J/J1560.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,datasets/asl_alphabet_train/asl_alphabet_train/Y/Y1933.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
54,datasets/asl_alphabet_train/asl_alphabet_train/S/S1110.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55,datasets/asl_alphabet_train/asl_alphabet_train/U/U1959.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
56,datasets/asl_alphabet_train/asl_alphabet_train/D/D2144.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,datasets/asl_alphabet_train/asl_alphabet_train/A/A2304.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,datasets/asl_alphabet_train/asl_alphabet_train/L/L1448.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,datasets/asl_alphabet_train/asl_alphabet_train/A/A2820.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,datasets/asl_alphabet_train/asl_alphabet_train/Y/Y801.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
61,datasets/asl_alphabet_train/asl_alphabet_train/Z/Z989.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62,datasets/asl_alphabet_train/asl_alphabet_train/C/C897.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,datasets/asl_alphabet_train/asl_alphabet_train/U/U1781.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64,datasets/asl_alphabet_train/asl_alphabet_train/N/N1159.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,datasets/asl_alphabet_train/asl_alphabet_train/X/X1387.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
66,datasets/asl_alphabet_train/asl_alphabet_train/W/W2191.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
67,datasets/asl_alphabet_train/asl_alphabet_train/F/F74.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,datasets/asl_alphabet_train/asl_alphabet_train/U/U2296.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69,datasets/asl_alphabet_train/asl_alphabet_train/space/space2310.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,datasets/asl_alphabet_train/asl_alphabet_train/H/H862.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,datasets/asl_alphabet_train/asl_alphabet_train/Q/Q2892.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72,datasets/asl_alphabet_train/asl_alphabet_train/space/space2178.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,datasets/asl_alphabet_train/asl_alphabet_train/F/F2929.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,datasets/asl_alphabet_train/asl_alphabet_train/A/A2907.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,datasets/asl_alphabet_train/asl_alphabet_train/L/L958.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,datasets/asl_alphabet_train/asl_alphabet_train/J/J2542.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,datasets/asl_alphabet_train/asl_alphabet_train/I/I1741.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,datasets/asl_alphabet_train/asl_alphabet_train/V/V2910.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
79,datasets/asl_alphabet_train/asl_alphabet_train/H/H311.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,datasets/asl_alphabet_train/asl_alphabet_train/C/C2433.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,datasets/asl_alphabet_train/asl_alphabet_train/X/X1403.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
82,datasets/asl_alphabet_train/asl_alphabet_train/X/X856.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
83,datasets/asl_alphabet_train/asl_alphabet_train/E/E2677.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,datasets/asl_alphabet_train/asl_alphabet_train/E/E1467.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,datasets/asl_alphabet_train/asl_alphabet_train/G/G391.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,datasets/asl_alphabet_train/asl_alphabet_train/M/M2740.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,datasets/asl_alphabet_train/asl_alphabet_train/D/D103.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,datasets/asl_alphabet_train/asl_alphabet_train/C/C1535.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,datasets/asl_alphabet_train/asl_alphabet_train/W/W672.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90,datasets/asl_alphabet_train/asl_alphabet_train/O/O1844.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,datasets/asl_alphabet_train/asl_alphabet_train/U/U1168.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
92,datasets/asl_alphabet_train/asl_alphabet_train/E/E2954.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,datasets/asl_alphabet_train/asl_alphabet_train/P/P417.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
94,datasets/asl_alphabet_train/asl_alphabet_train/Z/Z1609.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
95,datasets/asl_alphabet_train/asl_alphabet_train/Y/Y2431.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
96,datasets/asl_alphabet_train/asl_alphabet_train/S/S1160.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
97,datasets/asl_alphabet_train/asl_alphabet_train/V/V350.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
98,datasets/asl_alphabet_train/asl_alphabet_train/K/K2580.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,datasets/asl_alphabet_train/asl_alphabet_train/K/K2895.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,datasets/asl_alphabet_train/asl_alphabet_train/M/M1360.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,datasets/asl_alphabet_train/asl_alphabet_train/O/O2453.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,datasets/asl_alphabet_train/asl_alphabet_train/T/T2544.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
103,datasets/asl_alphabet_train/asl_alphabet_train/A/A1260.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,datasets/asl_alphabet_train/asl_alphabet_train/A/A811.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,datasets/asl_alphabet_train/asl_alphabet_train/K/K2222.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,datasets/asl_alphabet_train/asl_alphabet_train/K/K1170.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,datasets/asl_alphabet_train/asl_alphabet_train/G/G12.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,datasets/asl_alphabet_train/asl_alphabet_train/O/O2703.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,datasets/asl_alphabet_train/asl_alphabet_train/H/H2231.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,datasets/asl_alphabet_train/asl_alphabet_train/K/K1008.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,datasets/asl_alphabet_train/asl_alphabet_train/N/N1502.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,datasets/asl_alphabet_train/asl_alphabet_train/R/R1344.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113,datasets/asl_alphabet_train/asl_alphabet_train/S/S190.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
114,datasets/asl_alphabet_train/asl_alphabet_train/S/S711.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
115,datasets/asl_alphabet_train/asl_alphabet_train/N/N1555.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,datasets/asl_alphabet_train/asl_alphabet_train/space/space1573.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
117,datasets/asl_alphabet_train/asl_alphabet_train/D/D21.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,datasets/asl_alphabet_train/asl_alphabet_train/J/J2940.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,datasets/asl_alphabet_train/asl_alphabet_train/A/A2958.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,datasets/asl_alphabet_train/asl_alphabet_train/I/I509.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,datasets/asl_alphabet_train/asl_alphabet_train/Z/Z2597.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
122,datasets/asl_alphabet_train/asl_alphabet_train/S/S2851.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
123,datasets/asl_alphabet_train/asl_alphabet_train/Q/Q1186.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
124,datasets/asl_alphabet_train/asl_alphabet_train/T/T2843.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
125,datasets/asl_alphabet_train/asl_alphabet_train/S/S2088.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
126,datasets/asl_alphabet_train/asl_alphabet_train/I/I1737.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,datasets/asl_alphabet_train/asl_alphabet_train/H/H934.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,datasets/asl_alphabet_train/asl_alphabet_train/A/A2363.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,datasets/asl_alphabet_train/asl_alphabet_train/F/F1318.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,datasets/asl_alphabet_train/asl_alphabet_train/F/F389.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,datasets/asl_alphabet_train/asl_alphabet_train/U/U251.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
132,datasets/asl_alphabet_train/asl_alphabet_train/A/A2281.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,datasets/asl_alphabet_train/asl_alphabet_train/E/E1390.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,datasets/asl_alphabet_train/asl_alphabet_train/B/B2383.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,datasets/asl_alphabet_train/asl_alphabet_train/L/L1651.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,datasets/asl_alphabet_train/asl_alphabet_train/T/T1968.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
137,datasets/asl_alphabet_train/asl_alphabet_train/C/C1893.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,datasets/asl_alphabet_train/asl_alphabet_train/W/W951.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
139,datasets/asl_alphabet_train/asl_alphabet_train/E/E1702.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,datasets/asl_alphabet_train/asl_alphabet_train/T/T2790.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
141,datasets/asl_alphabet_train/asl_alphabet_train/P/P1563.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
142,datasets/asl_alphabet_train/asl_alphabet_train/J/J747.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,datasets/asl_alphabet_train/asl_alphabet_train/space/space146.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
144,datasets/asl_alphabet_train/asl_alphabet_train/I/I434.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,datasets/asl_alphabet_train/asl_alphabet_train/B/B2955.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,datasets/asl_alphabet_train/asl_alphabet_train/K/K2951.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
