,path,letter
63,datasets/asl_alphabet_train/asl_alphabet_train/U/U1781.jpg,U
64,datasets/asl_alphabet_train/asl_alphabet_train/N/N1159.jpg,N
65,datasets/asl_alphabet_train/asl_alphabet_train/X/X1387.jpg,X
66,datasets/asl_alphabet_train/asl_alphabet_train/W/W2191.jpg,W
67,datasets/asl_alphabet_train/asl_alphabet_train/F/F74.jpg,F
68,datasets/asl_alphabet_train/asl_alphabet_train/U/U2296.jpg,U
69,datasets/asl_alphabet_train/asl_alphabet_train/space/space2310.jpg,space
70,datasets/asl_alphabet_train/asl_alphabet_train/H/H862.jpg,H
71,datasets/asl_alphabet_train/asl_alphabet_train/Q/Q2892.jpg,Q
72,datasets/asl_alphabet_train/asl_alphabet_train/space/space2178.jpg,space
73,datasets/asl_alphabet_train/asl_alphabet_train/F/F2929.jpg,F
74,datasets/asl_alphabet_train/asl_alphabet_train/A/A2907.jpg,A
75,datasets/asl_alphabet_train/asl_alphabet_train/L/L958.jpg,L
76,datasets/asl_alphabet_train/asl_alphabet_train/J/J2542.jpg,J
77,datasets/asl_alphabet_train/asl_alphabet_train/I/I1741.jpg,I
78,datasets/asl_alphabet_train/asl_alphabet_train/V/V2910.jpg,V
79,datasets/asl_alphabet_train/asl_alphabet_train/H/H311.jpg,H
80,datasets/asl_alphabet_train/asl_alphabet_train/C/C2433.jpg,C
81,datasets/asl_alphabet_train/asl_alphabet_train/X/X1403.jpg,X
82,datasets/asl_alphabet_train/asl_alphabet_train/X/X856.jpg,X
83,datasets/asl_alphabet_train/asl_alphabet_train/E/E2677.jpg,E
84,datasets/asl_alphabet_train/asl_alphabet_train/E/E1467.jpg,E
85,datasets/asl_alphabet_train/asl_alphabet_train/G/G391.jpg,G
86,datasets/asl_alphabet_train/asl_alphabet_train/M/M2740.jpg,M
87,datasets/asl_alphabet_train/asl_alphabet_train/D/D103.jpg,D
88,datasets/asl_alphabet_train/asl_alphabet_train/C/C1535.jpg,C
89,datasets/asl_alphabet_train/asl_alphabet_train/W/W672.jpg,W
90,datasets/asl_alphabet_train/asl_alphabet_train/O/O1844.jpg,O
91,datasets/asl_alphabet_train/asl_alphabet_train/U/U1168.jpg,U
92,datasets/asl_alphabet_train/asl_alphabet_train/E/E2954.jpg,E
93,datasets/asl_alphabet_train/asl_alphabet_train/P/P417.jpg,P
94,datasets/asl_alphabet_train/asl_alphabet_train/Z/Z1609.jpg,Z
95,datasets/asl_alphabet_train/asl_alphabet_train/Y/Y2431.jpg,Y
96,datasets/asl_alphabet_train/asl_alphabet_train/S/S1160.jpg,S
97,datasets/asl_alphabet_train/asl_alphabet_train/V/V350.jpg,V
98,datasets/asl_alphabet_train/asl_alphabet_train/K/K2580.jpg,K
99,datasets/asl_alphabet_train/asl_alphabet_train/K/K2895.jpg,K
100,datasets/asl_alphabet_train/asl_alphabet_train/M/M1360.jpg,M
101,datasets/asl_alphabet_train/asl_alphabet_train/O/O2453.jpg,O
102,datasets/asl_alphabet_train/asl_alphabet_train/T/T2544.jpg,T
103,datasets/asl_alphabet_train/asl_alphabet_train/A/A1260.jpg,A
104,datasets/asl_alphabet_train/asl_alphabet_train/A/A811.jpg,A
105,datasets/asl_alphabet_train/asl_alphabet_train/K/K2222.jpg,K
106,datasets/asl_alphabet_train/asl_alphabet_train/K/K1170.jpg,K
107,datasets/asl_alphabet_train/asl_alphabet_train/G/G12.jpg,G
108,datasets/asl_alphabet_train/asl_alphabet_train/O/O2703.jpg,O
109,datasets/asl_alphabet_train/asl_alphabet_train/H/H2231.jpg,H
110,datasets/asl_alphabet_train/asl_alphabet_train/K/K1008.jpg,K
111,datasets/asl_alphabet_train/asl_alphabet_train/N/N1502.jpg,N
112,datasets/asl_alphabet_train/asl_alphabet_train/R/R1344.jpg,R
113,datasets/asl_alphabet_train/asl_alphabet_train/S/S190.jpg,S
114,datasets/asl_alphabet_train/asl_alphabet_train/S/S711.jpg,S
115,datasets/asl_alphabet_train/asl_alphabet_train/N/N1555.jpg,N
116,datasets/asl_alphabet_train/asl_alphabet_train/space/space1573.jpg,space
117,datasets/asl_alphabet_train/asl_alphabet_train/D/D21.jpg,D
118,datasets/asl_alphabet_train/asl_alphabet_train/J/J2940.jpg,J
119,datasets/asl_alphabet_train/asl_alphabet_train/A/A2958.jpg,A
120,datasets/asl_alphabet_train/asl_alphabet_train/I/I509.jpg,I
121,datasets/asl_alphabet_train/asl_alphabet_train/Z/Z2597.jpg,Z
122,datasets/asl_alphabet_train/asl_alphabet_train/S/S2851.jpg,S
123,datasets/asl_alphabet_train/asl_alphabet_train/Q/Q1186.jpg,Q
124,datasets/asl_alphabet_train/asl_alphabet_train/T/T2843.jpg,T
125,datasets/asl_alphabet_train/asl_alphabet_train/S/S2088.jpg,S
126,datasets/asl_alphabet_train/asl_alphabet_train/I/I1737.jpg,I
127,datasets/asl_alphabet_train/asl_alphabet_train/H/H934.jpg,H
128,datasets/asl_alphabet_train/asl_alphabet_train/A/A2363.jpg,A
129,datasets/asl_alphabet_train/asl_alphabet_train/F/F1318.jpg,F
130,datasets/asl_alphabet_train/asl_alphabet_train/F/F389.jpg,F
131,datasets/asl_alphabet_train/asl_alphabet_train/U/U251.jpg,U
132,datasets/asl_alphabet_train/asl_alphabet_train/A/A2281.jpg,A
133,datasets/asl_alphabet_train/asl_alphabet_train/E/E1390.jpg,E
134,datasets/asl_alphabet_train/asl_alphabet_train/B/B2383.jpg,B
135,datasets/asl_alphabet_train/asl_alphabet_train/L/L1651.jpg,L
136,datasets/asl_alphabet_train/asl_alphabet_train/T/T1968.jpg,T
137,datasets/asl_alphabet_train/asl_alphabet_train/C/C1893.jpg,C
138,datasets/asl_alphabet_train/asl_alphabet_train/W/W951.jpg,W
139,datasets/asl_alphabet_train/asl_alphabet_train/E/E1702.jpg,E
140,datasets/asl_alphabet_train/asl_alphabet_train/T/T2790.jpg,T
141,datasets/asl_alphabet_train/asl_alphabet_train/P/P1563.jpg,P
142,datasets/asl_alphabet_train/asl_alphabet_train/J/J747.jpg,J
143,datasets/asl_alphabet_train/asl_alphabet_train/space/space146.jpg,space
144,datasets/asl_alphabet_train/asl_alphabet_train/I/I434.jpg,I
145,datasets/asl_alphabet_train/asl_alphabet_train/B/B2955.jpg,B
146,datasets/asl_alphabet_train/asl_alphabet_train/K/K2951.jpg,K
147,datasets/asl_alphabet_train/asl_alphabet_train/G/G883.jpg,G
148,datasets/asl_alphabet_train/asl_alphabet_train/D/D2104.jpg,D
149,datasets/asl_alphabet_train/asl_alphabet_train/Y/Y1669.jpg,Y
150,datasets/asl_alphabet_train/asl_alphabet_train/P/P1333.jpg,P
151,datasets/asl_alphabet_train/asl_alphabet_train/Q/Q2000.jpg,Q
152,datasets/asl_alphabet_train/asl_alphabet_train/S/S2561.jpg,S
153,datasets/asl_alphabet_train/asl_alphabet_train/R/R2025.jpg,R
154,datasets/asl_alphabet_train/asl_alphabet_train/W/W1742.jpg,W
155,datasets/asl_alphabet_train/asl_alphabet_train/C/C1705.jpg,C
156,datasets/asl_alphabet_train/asl_alphabet_train/P/P2798.jpg,P
157,datasets/asl_alphabet_train/asl_alphabet_train/S/S1823.jpg,S
158,datasets/asl_alphabet_train/asl_alphabet_train/G/G2537.jpg,G
159,datasets/asl_alphabet_train/asl_alphabet_train/M/M470.jpg,M
160,datasets/asl_alphabet_train/asl_alphabet_train/X/X1445.jpg,X
161,datasets/asl_alphabet_train/asl_alphabet_train/space/space244.jpg,space
162,datasets/asl_alphabet_train/asl_alphabet_train/O/O788.jpg,O
163,datasets/asl_alphabet_train/asl_alphabet_train/M/M2615.jpg,M
164,datasets/asl_alphabet_train/asl_alphabet_train/Z/Z2075.jpg,Z
165,datasets/asl_alphabet_train/asl_alphabet_train/D/D2597.jpg,D
166,datasets/asl_alphabet_train/asl_alphabet_train/A/A2824.jpg,A
167,datasets/asl_alphabet_train/asl_alphabet_train/U/U470.jpg,U
168,datasets/asl_alphabet_train/asl_alphabet_train/B/B441.jpg,B
169,datasets/asl_alphabet_train/asl_alphabet_train/A/A1199.jpg,A
170,datasets/asl_alphabet_train/asl_alphabet_train/Y/Y381.jpg,Y
171,datasets/asl_alphabet_train/asl_alphabet_train/G/G401.jpg,G
172,datasets/asl_alphabet_train/asl_alphabet_train/A/A954.jpg,A
173,datasets/asl_alphabet_train/asl_alphabet_train/space/space2229.jpg,space
174,datasets/asl_alphabet_train/asl_alphabet_train/Z/Z1759.jpg,Z
175,datasets/asl_alphabet_train/asl_alphabet_train/S/S910.jpg,S
176,datasets/asl_alphabet_train/asl_alphabet_train/L/L2633.jpg,L
177,datasets/asl_alphabet_train/asl_alphabet_train/R/R2285.jpg,R
178,datasets/asl_alphabet_train/asl_alphabet_train/C/C1425.jpg,C
179,datasets/asl_alphabet_train/asl_alphabet_train/space/space314.jpg,space
180,datasets/asl_alphabet_train/asl_alphabet_train/T/T1728.jpg,T
181,datasets/asl_alphabet_train/asl_alphabet_train/C/C2046.jpg,C
182,datasets/asl_alphabet_train/asl_alphabet_train/M/M2191.jpg,M
183,datasets/asl_alphabet_train/asl_alphabet_train/N/N1115.jpg,N
184,datasets/asl_alphabet_train/asl_alphabet_train/S/S740.jpg,S
185,datasets/asl_alphabet_train/asl_alphabet_train/Q/Q197.jpg,Q
186,datasets/asl_alphabet_train/asl_alphabet_train/space/space1915.jpg,space
187,datasets/asl_alphabet_train/asl_alphabet_train/O/O8.jpg,O
188,datasets/asl_alphabet_train/asl_alphabet_train/H/H1172.jpg,H
189,datasets/asl_alphabet_train/asl_alphabet_train/K/K2617.jpg,K
190,datasets/asl_alphabet_train/asl_alphabet_train/Q/Q1480.jpg,Q
191,datasets/asl_alphabet_train/asl_alphabet_train/G/G90.jpg,G
192,datasets/asl_alphabet_train/asl_alphabet_train/P/P1247.jpg,P
193,datasets/asl_alphabet_train/asl_alphabet_train/P/P603.jpg,P
194,datasets/asl_alphabet_train/asl_alphabet_train/X/X988.jpg,X
195,datasets/asl_alphabet_train/asl_alphabet_train/U/U2047.jpg,U
196,datasets/asl_alphabet_train/asl_alphabet_train/A/A2306.jpg,A
197,datasets/asl_alphabet_train/asl_alphabet_train/K/K1408.jpg,K
198,datasets/asl_alphabet_train/asl_alphabet_train/D/D2648.jpg,D
199,datasets/asl_alphabet_train/asl_alphabet_train/B/B2752.jpg,B
200,datasets/asl_alphabet_train/asl_alphabet_train/W/W20.jpg,W
201,datasets/asl_alphabet_train/asl_alphabet_train/K/K2164.jpg,K
202,datasets/asl_alphabet_train/asl_alphabet_train/R/R1955.jpg,R
203,datasets/asl_alphabet_train/asl_alphabet_train/A/A1104.jpg,A
204,datasets/asl_alphabet_train/asl_alphabet_train/Y/Y2754.jpg,Y
205,datasets/asl_alphabet_train/asl_alphabet_train/A/A180.jpg,A
206,datasets/asl_alphabet_train/asl_alphabet_train/F/F1338.jpg,F
207,datasets/asl_alphabet_train/asl_alphabet_train/X/X643.jpg,X
208,datasets/asl_alphabet_train/asl_alphabet_train/T/T2834.jpg,T
209,datasets/asl_alphabet_train/asl_alphabet_train/S/S836.jpg,S
210,datasets/asl_alphabet_train/asl_alphabet_train/Q/Q727.jpg,Q
211,datasets/asl_alphabet_train/asl_alphabet_train/Z/Z1978.jpg,Z
212,datasets/asl_alphabet_train/asl_alphabet_train/Z/Z2446.jpg,Z
213,datasets/asl_alphabet_train/asl_alphabet_train/O/O712.jpg,O
214,datasets/asl_alphabet_train/asl_alphabet_train/B/B218.jpg,B
215,datasets/asl_alphabet_train/asl_alphabet_train/K/K2989.jpg,K
216,datasets/asl_alphabet_train/asl_alphabet_train/R/R1017.jpg,R
217,datasets/asl_alphabet_train/asl_alphabet_train/I/I2721.jpg,I
218,datasets/asl_alphabet_train/asl_alphabet_train/B/B2580.jpg,B
219,datasets/asl_alphabet_train/asl_alphabet_train/R/R1231.jpg,R
220,datasets/asl_alphabet_train/asl_alphabet_train/E/E1517.jpg,E
221,datasets/asl_alphabet_train/asl_alphabet_train/C/C1970.jpg,C
222,datasets/asl_alphabet_train/asl_alphabet_train/K/K1664.jpg,K
223,datasets/asl_alphabet_train/asl_alphabet_train/O/O2391.jpg,O
224,datasets/asl_alphabet_train/asl_alphabet_train/R/R2002.jpg,R
225,datasets/asl_alphabet_train/asl_alphabet_train/W/W1417.jpg,W
226,datasets/asl_alphabet_train/asl_alphabet_train/Q/Q368.jpg,Q
227,datasets/asl_alphabet_train/asl_alphabet_train/K/K2224.jpg,K
228,datasets/asl_alphabet_train/asl_alphabet_train/del/del333.jpg,del
229,datasets/asl_alphabet_train/asl_alphabet_train/K/K986.jpg,K
230,datasets/asl_alphabet_train/asl_alphabet_train/H/H2805.jpg,H
231,datasets/asl_alphabet_train/asl_alphabet_train/W/W1563.jpg,W
232,datasets/asl_alphabet_train/asl_alphabet_train/W/W1771.jpg,W
233,datasets/asl_alphabet_train/asl_alphabet_train/P/P320.jpg,P
234,datasets/asl_alphabet_train/asl_alphabet_train/M/M2173.jpg,M
235,datasets/asl_alphabet_train/asl_alphabet_train/X/X2191.jpg,X
236,datasets/asl_alphabet_train/asl_alphabet_train/P/P2676.jpg,P
237,datasets/asl_alphabet_train/asl_alphabet_train/Y/Y1658.jpg,Y
238,datasets/asl_alphabet_train/asl_alphabet_train/X/X2417.jpg,X
239,datasets/asl_alphabet_train/asl_alphabet_train/O/O1866.jpg,O
240,datasets/asl_alphabet_train/asl_alphabet_train/A/A2105.jpg,A
241,datasets/asl_alphabet_train/asl_alphabet_train/nothing/nothing2380.jpg,nothing
242,datasets/asl_alphabet_train/asl_alphabet_train/C/C2134.jpg,C
243,datasets/asl_alphabet_train/asl_alphabet_train/R/R2470.jpg,R
244,datasets/asl_alphabet_train/asl_alphabet_train/D/D1495.jpg,D
245,datasets/asl_alphabet_train/asl_alphabet_train/M/M711.jpg,M
246,datasets/asl_alphabet_train/asl_alphabet_train/N/N2455.jpg,N
247,datasets/asl_alphabet_train/asl_alphabet_train/space/space106.jpg,space
248,datasets/asl_alphabet_train/asl_alphabet_train/N/N1008.jpg,N
249,datasets/asl_alphabet_train/asl_alphabet_train/I/I2099.jpg,I
250,datasets/asl_alphabet_train/asl_alphabet_train/N/N2983.jpg,N
251,datasets/asl_alphabet_train/asl_alphabet_train/N/N2989.jpg,N
252,datasets/asl_alphabet_train/asl_alphabet_train/Y/Y2096.jpg,Y
253,datasets/asl_alphabet_train/asl_alphabet_train/E/E1187.jpg,E
254,datasets/asl_alphabet_train/asl_alphabet_train/J/J585.jpg,J
255,datasets/asl_alphabet_train/asl_alphabet_train/K/K1339.jpg,K
256,datasets/asl_alphabet_train/asl_alphabet_train/A/A1.jpg,A
257,datasets/asl_alphabet_train/asl_alphabet_train/del/del2548.jpg,del
258,datasets/asl_alphabet_train/asl_alphabet_train/nothing/nothing935.jpg,nothing
259,datasets/asl_alphabet_train/asl_alphabet_train/X/X2868.jpg,X
260,datasets/asl_alphabet_train/asl_alphabet_train/Y/Y2238.jpg,Y
261,datasets/asl_alphabet_train/asl_alphabet_train/R/R1878.jpg,R
262,datasets/asl_alphabet_train/asl_alphabet_train/J/J575.jpg,J
263,datasets/asl_alphabet_train/asl_alphabet_train/C/C272.jpg,C
264,datasets/asl_alphabet_train/asl_alphabet_train/space/space277.jpg,space
265,datasets/asl_alphabet_train/asl_alphabet_train/Y/Y1667.jpg,Y
266,datasets/asl_alphabet_train/asl_alphabet_train/R/R2998.jpg,R
267,datasets/asl_alphabet_train/asl_alphabet_train/M/M825.jpg,M
268,datasets/asl_alphabet_train/asl_alphabet_train/D/D1855.jpg,D
269,datasets/asl_alphabet_train/asl_alphabet_train/H/H1094.jpg,H
270,datasets/asl_alphabet_train/asl_alphabet_train/U/U2623.jpg,U
271,datasets/asl_alphabet_train/asl_alphabet_train/R/R142.jpg,R
272,datasets/asl_alphabet_train/asl_alphabet_train/L/L272.jpg,L
273,datasets/asl_alphabet_train/asl_alphabet_train/M/M2940.jpg,M
274,datasets/asl_alphabet_train/asl_alphabet_train/U/U2365.jpg,U
275,datasets/asl_alphabet_train/asl_alphabet_train/J/J52.jpg,J
276,datasets/asl_alphabet_train/asl_alphabet_train/Z/Z1070.jpg,Z
277,datasets/asl_alphabet_train/asl_alphabet_train/del/del1593.jpg,del
278,datasets/asl_alphabet_train/asl_alphabet_train/S/S1298.jpg,S
279,datasets/asl_alphabet_train/asl_alphabet_train/I/I1385.jpg,I
280,datasets/asl_alphabet_train/asl_alphabet_train/S/S2857.jpg,S
281,datasets/asl_alphabet_train/asl_alphabet_train/V/V2563.jpg,V
282,datasets/asl_alphabet_train/asl_alphabet_train/B/B1661.jpg,B
283,datasets/asl_alphabet_train/asl_alphabet_train/Z/Z2587.jpg,Z
284,datasets/asl_alphabet_train/asl_alphabet_train/C/C325.jpg,C
285,datasets/asl_alphabet_train/asl_alphabet_train/X/X642.jpg,X
286,datasets/asl_alphabet_train/asl_alphabet_train/X/X2125.jpg,X
287,datasets/asl_alphabet_train/asl_alphabet_train/G/G1910.jpg,G
288,datasets/asl_alphabet_train/asl_alphabet_train/H/H2662.jpg,H
289,datasets/asl_alphabet_train/asl_alphabet_train/F/F1615.jpg,F
290,datasets/asl_alphabet_train/asl_alphabet_train/O/O1191.jpg,O
291,datasets/asl_alphabet_train/asl_alphabet_train/W/W2201.jpg,W
292,datasets/asl_alphabet_train/asl_alphabet_train/del/del2265.jpg,del
293,datasets/asl_alphabet_train/asl_alphabet_train/A/A637.jpg,A
294,datasets/asl_alphabet_train/asl_alphabet_train/F/F1192.jpg,F
295,datasets/asl_alphabet_train/asl_alphabet_train/I/I495.jpg,I
296,datasets/asl_alphabet_train/asl_alphabet_train/L/L1024.jpg,L
297,datasets/asl_alphabet_train/asl_alphabet_train/D/D2846.jpg,D
298,datasets/asl_alphabet_train/asl_alphabet_train/del/del2166.jpg,del
299,datasets/asl_alphabet_train/asl_alphabet_train/H/H2044.jpg,H
300,datasets/asl_alphabet_train/asl_alphabet_train/V/V1711.jpg,V
301,datasets/asl_alphabet_train/asl_alphabet_train/E/E2586.jpg,E
302,datasets/asl_alphabet_train/asl_alphabet_train/V/V2614.jpg,V
303,datasets/asl_alphabet_train/asl_alphabet_train/M/M1778.jpg,M
304,datasets/asl_alphabet_train/asl_alphabet_train/C/C740.jpg,C
305,datasets/asl_alphabet_train/asl_alphabet_train/D/D1522.jpg,D
306,datasets/asl_alphabet_train/asl_alphabet_train/F/F2281.jpg,F
307,datasets/asl_alphabet_train/asl_alphabet_train/B/B464.jpg,B
308,datasets/asl_alphabet_train/asl_alphabet_train/S/S1715.jpg,S
309,datasets/asl_alphabet_train/asl_alphabet_train/D/D2469.jpg,D
310,datasets/asl_alphabet_train/asl_alphabet_train/P/P2611.jpg,P
311,datasets/asl_alphabet_train/asl_alphabet_train/V/V1380.jpg,V
312,datasets/asl_alphabet_train/asl_alphabet_train/U/U2768.jpg,U
313,datasets/asl_alphabet_train/asl_alphabet_train/Q/Q2601.jpg,Q
314,datasets/asl_alphabet_train/asl_alphabet_train/R/R2472.jpg,R
315,datasets/asl_alphabet_train/asl_alphabet_train/E/E1458.jpg,E
316,datasets/asl_alphabet_train/asl_alphabet_train/Y/Y2284.jpg,Y
317,datasets/asl_alphabet_train/asl_alphabet_train/S/S1151.jpg,S
318,datasets/asl_alphabet_train/asl_alphabet_train/J/J2541.jpg,J
319,datasets/asl_alphabet_train/asl_alphabet_train/T/T2096.jpg,T
320,datasets/asl_alphabet_train/asl_alphabet_train/F/F77.jpg,F
321,datasets/asl_alphabet_train/asl_alphabet_train/nothing/nothing429.jpg,nothing
322,datasets/asl_alphabet_train/asl_alphabet_train/E/E2959.jpg,E
323,datasets/asl_alphabet_train/asl_alphabet_train/T/T1835.jpg,T
324,datasets/asl_alphabet_train/asl_alphabet_train/K/K627.jpg,K
325,datasets/asl_alphabet_train/asl_alphabet_train/S/S204.jpg,S
326,datasets/asl_alphabet_train/asl_alphabet_train/B/B2620.jpg,B
327,datasets/asl_alphabet_train/asl_alphabet_train/H/H1402.jpg,H
328,datasets/asl_alphabet_train/asl_alphabet_train/P/P831.jpg,P
329,datasets/asl_alphabet_train/asl_alphabet_train/Q/Q549.jpg,Q
330,datasets/asl_alphabet_train/asl_alphabet_train/Q/Q2642.jpg,Q
331,datasets/asl_alphabet_train/asl_alphabet_train/S/S2436.jpg,S
332,datasets/asl_alphabet_train/asl_alphabet_train/W/W607.jpg,W
333,datasets/asl_alphabet_train/asl_alphabet_train/M/M1969.jpg,M
334,datasets/asl_alphabet_train/asl_alphabet_train/E/E1100.jpg,E
335,datasets/asl_alphabet_train/asl_alphabet_train/nothing/nothing392.jpg,nothing
336,datasets/asl_alphabet_train/asl_alphabet_train/P/P1424.jpg,P
337,datasets/asl_alphabet_train/asl_alphabet_train/W/W1942.jpg,W
338,datasets/asl_alphabet_train/asl_alphabet_train/X/X2505.jpg,X
339,datasets/asl_alphabet_train/asl_alphabet_train/P/P1500.jpg,P
340,datasets/asl_alphabet_train/asl_alphabet_train/K/K123.jpg,K
341,datasets/asl_alphabet_train/asl_alphabet_train/R/R2182.jpg,R
342,datasets/asl_alphabet_train/asl_alphabet_train/D/D2063.jpg,D
343,datasets/asl_alphabet_train/asl_alphabet_train/W/W192.jpg,W
344,datasets/asl_alphabet_train/asl_alphabet_train/D/D258.jpg,D
345,datasets/asl_alphabet_train/asl_alphabet_train/del/del2852.jpg,del
346,datasets/asl_alphabet_train/asl_alphabet_train/L/L861.jpg,L
347,datasets/asl_alphabet_train/asl_alphabet_train/T/T875.jpg,T
348,datasets/asl_alphabet_train/asl_alphabet_train/space/space155.jpg,space
349,datasets/asl_alphabet_train/asl_alphabet_train/D/D917.jpg,D
350,datasets/asl_alphabet_train/asl_alphabet_train/nothing/nothing677.jpg,nothing
351,datasets/asl_alphabet_train/asl_alphabet_train/E/E64.jpg,E
352,datasets/asl_alphabet_train/asl_alphabet_train/I/I2034.jpg,I
353,datasets/asl_alphabet_train/asl_alphabet_train/T/T70.jpg,T
354,datasets/asl_alphabet_train/asl_alphabet_train/E/E2979.jpg,E
355,datasets/asl_alphabet_train/asl_alphabet_train/G/G2326.jpg,G
356,datasets/asl_alphabet_train/asl_alphabet_train/Y/Y937.jpg,Y
357,datasets/asl_alphabet_train/asl_alphabet_train/F/F2318.jpg,F
358,datasets/asl_alphabet_train/asl_alphabet_train/W/W1710.jpg,W
359,datasets/asl_alphabet_train/asl_alphabet_train/A/A1185.jpg,A
360,datasets/asl_alphabet_train/asl_alphabet_train/K/K2901.jpg,K
361,datasets/asl_alphabet_train/asl_alphabet_train/del/del2153.jpg,del
362,datasets/asl_alphabet_train/asl_alphabet_train/S/S2078.jpg,S
363,datasets/asl_alphabet_train/asl_alphabet_train/Y/Y2323.jpg,Y
364,datasets/asl_alphabet_train/asl_alphabet_train/M/M1305.jpg,M
365,datasets/asl_alphabet_train/asl_alphabet_train/space/space154.jpg,space
